order_item_id,order_id,product_id,quantity,sales,discount,profit
244,US-2019-129609,OFF-AR-10003478,2,16.28,0.0,6.512
245,CA-2019-164749,OFF-LA-10004484,3,9.912,0.2,3.2214
246,CA-2019-120838,TEC-PH-10003484,6,604.752,0.2,37.797
247,CA-2019-120838,OFF-ST-10000585,2,330.4,0.0,85.904
248,CA-2019-143637,FUR-FU-10002813,2,40.48,0.0,14.5728
249,CA-2019-147235,OFF-PA-10004948,5,24.9,0.0,11.703
250,CA-2019-148586,FUR-CH-10002439,7,366.786,0.1,65.2064
251,CA-2019-128237,OFF-AR-10003829,2,6.56,0.0,1.9024
252,CA-2019-128237,OFF-AR-10003338,2,14.88,0.0,3.72
253,CA-2019-128237,TEC-AC-10002558,4,45.48,0.0,15.918
254,CA-2019-128237,OFF-AR-10000034,6,25.44,0.0,9.9216
255,CA-2019-100860,OFF-LA-10001982,5,18.75,0.0,9.0
256,CA-2019-138436,TEC-AC-10002323,3,66.3,0.0,8.619
257,CA-2019-141838,OFF-AR-10004272,2,3.36,0.0,0.84
258,CA-2019-141838,OFF-BI-10003291,4,27.936,0.2,9.4284
259,CA-2019-141838,TEC-PH-10004100,2,28.784,0.2,2.8784
260,US-2019-137869,FUR-TA-10003954,4,1184.72,0.0,106.6248
261,CA-2019-100881,TEC-PH-10003273,3,302.376,0.2,22.6782
262,US-2019-117380,FUR-TA-10000198,1,330.588,0.4,-143.2548
263,US-2019-137869,OFF-EN-10001509,3,6.12,0.0,2.8764
264,CA-2019-137274,FUR-TA-10001889,3,890.841,0.3,-152.7156
265,CA-2019-162089,TEC-PH-10001819,7,251.944,0.2,88.1804
266,US-2019-113124,OFF-ST-10001511,2,129.3,0.0,6.465
267,CA-2019-162089,FUR-CH-10002304,7,127.302,0.3,-9.093
268,CA-2019-133424,OFF-ST-10002957,3,15.84,0.0,0.0
269,CA-2019-133424,OFF-LA-10002312,3,44.4,0.0,22.2
270,US-2019-105151,OFF-AR-10001231,5,10.5,0.0,2.94
271,CA-2019-162089,OFF-EN-10002230,5,335.72,0.2,113.3055
272,CA-2019-169033,OFF-AR-10001915,5,49.65,0.0,20.853
273,CA-2019-131247,FUR-BO-10001337,2,205.666,0.15,-12.098
274,CA-2019-130428,OFF-BI-10001636,5,12.645,0.7,-10.116
275,CA-2019-130428,OFF-AR-10004027,2,4.032,0.2,1.0584
276,CA-2019-130428,FUR-CH-10002965,7,1125.488,0.2,98.4802
277,CA-2019-101770,OFF-BI-10001097,1,1.869,0.7,-1.3083
278,US-2019-104759,TEC-AC-10004901,2,79.984,0.2,13.9972
279,CA-2019-112403,OFF-BI-10003529,1,0.852,0.7,-0.5964
280,CA-2019-128055,OFF-AP-10002765,2,52.98,0.0,14.8344
281,US-2019-104759,OFF-BI-10002071,7,8.134,0.8,-13.8278
282,CA-2019-128055,OFF-BI-10004390,2,673.568,0.2,252.588
283,US-2019-157021,OFF-BI-10000042,4,17.088,0.2,5.5536
284,US-2019-157021,OFF-LA-10002312,2,29.6,0.0,14.8
285,CA-2019-138359,OFF-BI-10000145,2,6.24,0.0,3.0576
286,CA-2019-138359,OFF-ST-10000636,4,66.96,0.0,2.6784
287,CA-2019-160276,FUR-FU-10003192,2,177.68,0.0,46.1968
288,CA-2019-164315,OFF-PA-10004248,3,15.84,0.0,7.128
289,US-2019-157847,OFF-PA-10002986,5,26.72,0.2,9.352
290,CA-2019-164315,TEC-PH-10001128,7,1049.93,0.0,293.9804
291,CA-2019-164315,OFF-AP-10003842,5,154.9,0.0,40.274
292,US-2019-157847,OFF-PA-10001593,7,33.488,0.2,10.465
293,CA-2019-112291,OFF-EN-10001415,2,11.16,0.0,5.58
294,CA-2019-112291,TEC-AC-10000736,2,159.98,0.0,57.5928
295,CA-2019-112291,TEC-AC-10001284,3,62.31,0.0,22.4316
296,CA-2019-149538,OFF-PA-10003797,3,19.44,0.0,9.3312
297,CA-2019-133228,OFF-AR-10001955,4,79.36,0.0,23.808
298,CA-2019-133228,FUR-FU-10004020,1,5.47,0.0,2.3521
299,CA-2019-149538,OFF-PA-10002195,2,12.96,0.0,6.3504
300,US-2019-128685,OFF-BI-10004140,2,7.184,0.2,2.245
301,CA-2019-105172,OFF-LA-10001641,6,18.9,0.0,9.072
302,CA-2019-149538,OFF-ST-10004180,5,232.55,0.0,9.302
303,CA-2019-149538,TEC-AC-10002926,2,99.98,0.0,42.9914
304,CA-2019-151001,OFF-ST-10001031,4,52.096,0.2,3.9072
305,US-2019-157231,OFF-BI-10002852,7,115.36,0.0,56.5264
306,CA-2019-102988,OFF-AR-10004757,7,22.96,0.0,7.5768
307,CA-2019-149104,OFF-AR-10002952,2,26.7,0.0,7.476
308,CA-2019-149104,OFF-BI-10004209,5,40.2,0.0,18.09
309,CA-2019-102988,TEC-PH-10001615,1,28.99,0.0,8.4071
310,CA-2019-113887,OFF-PA-10004071,1,55.48,0.0,26.6304
311,CA-2019-149104,OFF-AR-10004685,3,13.89,0.0,4.5837
312,CA-2019-149104,OFF-ST-10000991,6,689.82,0.0,20.6946
313,CA-2019-102988,OFF-SU-10002881,5,4164.05,0.0,83.281
314,CA-2019-102988,OFF-PA-10003349,2,12.96,0.0,6.3504
315,CA-2019-102988,OFF-AR-10000127,7,22.96,0.0,6.6584
316,CA-2019-151001,OFF-ST-10003455,4,49.632,0.2,3.7224
317,CA-2019-153808,OFF-BI-10002794,2,65.568,0.2,23.7684
318,CA-2019-169803,TEC-AC-10003441,2,33.9,0.0,2.034
319,CA-2019-153808,OFF-AR-10001725,3,70.95,0.0,18.447
320,CA-2019-153808,TEC-AC-10004171,3,299.97,0.0,131.9868
321,CA-2019-169803,FUR-TA-10000688,3,653.55,0.0,111.1035
322,US-2019-118486,FUR-TA-10001039,3,154.764,0.4,-36.1116
323,CA-2019-136742,OFF-BI-10003719,6,44.91,0.7,-35.928
324,US-2019-118486,TEC-AC-10004659,2,116.784,0.2,21.897
325,CA-2019-102652,FUR-FU-10000747,2,91.96,0.0,15.6332
326,US-2019-118486,OFF-SU-10004498,1,10.304,0.2,-2.1896
327,CA-2019-102652,OFF-PA-10003309,3,19.44,0.0,9.3312
328,CA-2019-102652,OFF-PA-10001977,1,55.48,0.0,26.6304
329,CA-2019-102652,FUR-FU-10001918,7,33.11,0.0,12.9129
330,CA-2019-124023,FUR-FU-10004415,2,8.96,0.0,2.7776
331,CA-2019-165806,TEC-PH-10004922,3,200.97,0.0,50.2425
332,CA-2019-165806,OFF-PA-10003441,9,58.32,0.0,27.9936
333,CA-2019-128846,TEC-PH-10003273,5,629.95,0.0,163.787
334,CA-2019-128846,OFF-PA-10000100,3,122.97,0.0,60.2553
335,CA-2019-100363,OFF-FA-10000611,2,2.368,0.2,0.8288
336,CA-2019-121769,FUR-TA-10004442,1,172.11,0.4,-94.6605
337,US-2019-163797,OFF-FA-10001883,8,49.792,0.2,-11.8256
338,CA-2019-100363,OFF-PA-10004733,3,19.008,0.2,6.8904
339,CA-2019-150581,TEC-AC-10001908,4,399.96,0.0,139.986
340,CA-2019-150581,FUR-TA-10003748,1,99.592,0.2,2.4898
341,US-2019-118997,FUR-TA-10001086,8,1215.92,0.0,316.1392
342,US-2019-102715,OFF-PA-10000029,2,10.368,0.2,3.6288
343,CA-2019-110555,OFF-ST-10000876,7,87.08,0.0,24.3824
344,CA-2019-110555,TEC-PH-10000586,2,105.584,0.2,9.2386
345,CA-2019-110555,TEC-AC-10003399,6,217.44,0.0,91.3248
346,CA-2019-138940,TEC-PH-10001835,6,758.352,0.2,265.4232
347,US-2019-102715,TEC-AC-10001874,7,335.944,0.2,41.993
348,US-2019-102715,TEC-AC-10002001,3,383.976,0.2,81.5949
349,US-2019-102715,OFF-FA-10001332,3,6.912,0.2,2.3328
350,US-2019-121734,OFF-BI-10004817,1,9.584,0.2,3.3544
351,CA-2019-154599,TEC-PH-10000576,4,438.368,0.2,38.3572
352,CA-2019-154599,OFF-BI-10002764,7,18.088,0.2,6.5569
353,CA-2019-142979,OFF-AR-10002987,2,39.68,0.0,16.2688
354,CA-2019-154599,FUR-BO-10001337,3,308.499,0.15,-18.147
355,US-2019-158365,OFF-PA-10000289,5,32.4,0.0,15.552
356,CA-2019-154599,TEC-PH-10001557,14,1075.088,0.2,94.0702
357,CA-2019-167724,OFF-LA-10002368,3,7.83,0.0,3.6018
358,CA-2019-122336,OFF-AR-10000122,4,17.856,0.2,1.116
359,CA-2019-122336,TEC-PH-10000702,12,71.928,0.4,8.3916
360,CA-2019-122336,OFF-BI-10003656,10,509.97,0.7,-407.976
361,CA-2019-122336,OFF-FA-10002780,13,30.992,0.2,10.0724
362,US-2019-120740,OFF-AP-10000240,2,106.96,0.0,31.0184
363,US-2019-120740,FUR-FU-10004091,4,187.76,0.0,76.9816
364,CA-2019-155208,OFF-AR-10003478,6,39.072,0.2,9.768
365,CA-2019-100678,OFF-AR-10001868,2,2.688,0.2,1.008
366,CA-2019-100678,FUR-CH-10002602,3,317.058,0.3,-18.1176
367,CA-2019-100678,OFF-EN-10000056,3,149.352,0.2,50.4063
368,CA-2019-100678,TEC-AC-10000474,3,227.976,0.2,28.497
369,CA-2019-110849,TEC-MA-10002859,4,287.968,0.2,97.1892
370,CA-2019-110849,OFF-AR-10002375,4,13.12,0.0,3.8048
371,CA-2019-110849,OFF-AR-10000657,5,10.75,0.0,3.5475
372,CA-2019-110849,OFF-FA-10000134,2,11.62,0.0,3.6022
373,CA-2019-169460,FUR-FU-10004017,3,76.14,0.0,26.649
374,CA-2019-158470,OFF-BI-10003638,3,58.05,0.0,26.703
375,CA-2019-158470,OFF-PA-10001569,11,71.28,0.0,34.2144
376,CA-2019-134572,OFF-ST-10004634,5,44.84,0.2,5.605
377,CA-2019-134572,FUR-TA-10004442,2,401.59,0.3,-131.951
378,CA-2019-101462,FUR-FU-10000409,4,59.92,0.0,27.5632
379,CA-2019-134572,FUR-TA-10001705,5,744.1,0.3,-95.67
380,CA-2019-136336,OFF-ST-10002574,6,828.84,0.0,0.0
